coreid,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:individualID,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:originalNameUsage,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:preparation,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:relatedResourceID,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,fcc:datePicked,fcc:pickedBy,http://rs.gbif.org/terms/1.0/Reference,idigbio:associateAuthor,idigbio:associateCommonName,idigbio:associateCondition,idigbio:associateDeterminedBy,idigbio:associateIdentifier,idigbio:associateNotes,idigbio:associateRelationship,idigbio:associatedFamily,idigbio:associatedRelationship,idigbio:barcodeValue,idigbio:determinationHistory,idigbio:endangeredStatus,idigbio:hostFamily,idigbio:preparationCount,idigbio:preservative,idigbio:recordId,idigbio:subfamily,idigbio:subgenus,idigbio:substrate,idigbio:superfamily,idigbio:tribe,inhs:dead,inhs:formII_females,inhs:formII_males,inhs:formI_males,inhs:instars_Female,inhs:instars_Male,inhs:juv_females,inhs:juv_males,inhs:juv_undetermined,inhs:live,inhs:locationTrs,inhs:location_Basin,inhs:location_RiverMile,inhs:location_Stream,inhs:relic,inhs:total_Males,inhs:total_females,inhs:vouchered,symbiota:recordEnteredBy,symbiota:verbatimScientificName
f3751447-ea22-4a70-9641-560353b611d4,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127087,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:866607cc-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08940264-f816-48ec-86cf-73a6046262da,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127079,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:86660272-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55c6cf73-cc3d-4962-a182-dd58da7bf840,,,,,2014-11-29,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00148582,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-07-19,,,,Cicadellidae,,,,,Graphocephala,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:7fa5a6ae-6c38-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Graphocephala versuta,"(Say,1830)",,Male,versuta,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907a1399-46dc-46a2-9ae6-0b8d521aef95,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127073,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8665fdcc-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e4b23a4-b5f2-4e05-845e-a9b09030c518,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127086,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:86660722-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b785b8d2-7435-4b2a-bd05-7cfe28f2833a,,,,,2012-04-27,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0126985,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:865fad5a-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,M. J. Rothschild,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b670904-4344-4859-8219-9b69e98c49c5,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127088,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:86660876-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19dd4955-2500-45f5-a8ea-32561af9b778,,,,,2014-07-11,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00112508,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,36.02250,36.02250,,,,,,,,,,1978-06-28,,,,Anthocoridae,,,,,Orius,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Anthocoridae;Anthocorinae;Oriini,,,,,,,,,,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:88141e06-d8e1-11e2-99a2-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Unknown,Orius insidiosus,"Say,1832",,Female,insidiosus,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63f8cbb8-803d-49c4-b06b-92e11585dbe3,,,,,2013-10-24,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,EMEC711054,,,,,,,United States,,Merced,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,37.18908,37.18908,,,,,,,,,,1959-03-25,,,,Braconidae,,,,,Praon,,,,Uncertainty: 19160 m; Centrad; Geolocate 2015,,,,,,,Animalia;Arthropoda;Braconidae;Aphidiinae;Praini,,,,,,,,,,1,,,,UCB,,,,,,,,,,Adult,,14 mi N of Dos Palos,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:catalog:EMEC:EMEC:711054,,,,,,"University of California, Berkeley",,,,,,,K.S. Hagen,,,,,,Unknown,Praon,,,,,,California,,,,,,None,,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194bd61c-85d6-4ea8-a7b1-024ec40de637,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127081,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:866603d0-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186c5d8d-dce8-49d8-9717-78cf448fd91e,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127084,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:866605ce-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69f2d830-8ec6-437d-a815-ffcf48b60183,,,,,2014-07-11,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00112506,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,36.02250,36.02250,,,,,,,,,,1978-07-19,,,,Anthocoridae,,,,,Orius,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Anthocoridae;Anthocorinae;Oriini,,,,,,,,,,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:88141a14-d8e1-11e2-99a2-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Orius insidiosus,"Say,1832",,Female,insidiosus,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7db6c06-7f04-4bb9-9ed9-99d0d5201549,,,,,2012-04-27,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0126986,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:865fadfa-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,M. J. Rothschild,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922b8e9-de8c-4274-b7ca-f99ead0fc9bf,,,,,2014-11-29,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,MEMU_ENT 00148584,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Cicadellidae,,,,,Graphocephala,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:ceaa5776-77ec-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Graphocephala versuta,"(Say,1830)",,Female,versuta,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52a0f66c-6275-45c2-980a-158d9c6348f2,,,,,2014-08-25,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00132173,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,36.02250,36.02250,,,,,,,,,,1978-07-19,,,,Cicadellidae,,,,,Agallia,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Agalliinae;Agalliini,,,,,,,,,,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:ced73ebc-d20b-11e3-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Agallia,,,Male,,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
